name,rating,reviews,company_type,Head_Quarters
Gangavaram Port,3.4,(183),Ports & Shipping,Visakhapatnam +8 other locations
Sunera Technologies,3.5,(183),IT Services & Consulting,Hyderabad +5 other locations
Target Engineering Construction Company,3.9,(183),Engineering & Construction,Abu Dhabi +16 other locations
Mukand Sumi Special Steel,3.7,(190),Iron & Steel,Hosapete +9 other locations
Virbac Animal Health,4.1,(183),Pharma,Mumbai +57 other locations
"MIDLAND CREDIT MANAGEMENT, INC.",3.7,(183),Financial Services,Gurugram +6 other locations
Godrej Tyson Food,4.0,(183),Food Processing,Mumbai +34 other locations
TalentServe,2.0,(183),Software Product,Mumbai +8 other locations
Four Seasons Hotel,3.8,(183),Hospitality,Mumbai +20 other locations
The Hindu Group,3.9,(183),Printing & Publishing,Chennai +19 other locations
APOLLO POWER SYSTEMS,3.8,(183),Electrical Equipment,Bengaluru +9 other locations
C.G. Marketing,4.0,(183),Marketing & Advertising,Pune +20 other locations
Solverminds Solutions and Technologies,3.3,(183),IT Services & Consulting,Chennai +4 other locations
Ambuja Cement Foundation,3.9,(183),Non-Profit,Jaipur +62 other locations
SPJ group,4.0,(183),Real Estate,New Delhi +14 other locations
Privi Speciality Chemicals,3.9,(183),Chemicals,Mahad +13 other locations
SILA Group (India),3.6,(183),Internet,Mumbai +22 other locations
Celio Future Fashion,4.5,(183),Retail,Mumbai +47 other locations
CivilMantra Infracon Private Limited,3.8,(190),Engineering & Construction,Gurugram +4 other locations
Excel Industries,3.9,(183),Agro Chemicals,Mumbai +24 other locations
Toyo INK,4.1,(183),Chemicals,Greater Noida +14 other locations
UTI Asset Management Company,3.8,(183),Financial Services,Mumbai +58 other locations
HomeBazaar.com,3.7,(183),Real Estate,Mumbai +9 other locations
Kundan Group,3.2,(183),Jewellery,New Delhi +21 other locations
AlmaBetter,3.8,(183),Bengaluru +11 other locations,
Citylife Retail,4.0,(182),Retail,Kolkata +46 other locations
Heavy Engineering Corporation,3.6,(182),Engineering & Construction,Ranchi +9 other locations
Maksat Technologies,3.4,(182),Telecom,New Delhi +36 other locations
Afflatus Gravures,3.8,(182),Printing & Publishing,Noida +13 other locations
Raptim Research,4.4,(182),Clinical Research,Mumbai +4 other locations
Rimini Street,4.0,(182),IT Services & Consulting,Hyderabad +2 other locations
Fangs Technology,4.1,(182),Consumer Electronics & Appliances,Chennai +24 other locations
NMTronics India Private Limited,3.2,(182),Electronics Manufacturing,Noida +10 other locations
Monginis Foods,3.5,(182),Food Processing,Mumbai +28 other locations
Zenoti,2.8,(182),IT Services & Consulting,Hyderabad +3 other locations
DesiCrew Solutions,3.2,(182),Financial Services,Chennai +14 other locations
Reliance Smart Point,4.3,(182),Bengaluru +77 other locations,
Phenix Construction Technologies,4.0,(182),Engineering & Construction,Ahmedabad +13 other locations
Cyient DLM,3.9,(182),Hyderabad +5 other locations,
Bambino Agro Industries,4.0,(182),Food Processing,Hyderabad +30 other locations
DesignCafe,3.3,(182),Architecture & Interior Design,Bengaluru +9 other locations
Invenio Business Solutions,3.5,(182),IT Services & Consulting,Hyderabad +6 other locations
Overseas Health Care,3.1,(182),Pharma,Phillaur +42 other locations
SAT n paper,4.4,(182),New Delhi +4 other locations,
Jehangir Hospital,3.9,(182),Healthcare,Pune +5 other locations
Burman Hospitality,3.8,(182),Hospitality,New Delhi +26 other locations
Symed Labs,3.7,(182),Pharma,Hyderabad +5 other locations
The Pride Hotel,3.1,(182),Hospitality,Pune +22 other locations
Sadhu Forging,3.6,(182),Industrial Machinery,Faridabad +8 other locations
Simpa Energy,4.6,(181),Power,Noida +32 other locations
PPMS Field Marketing,3.9,(181),Marketing & Advertising,Chennai +34 other locations
Jeena & Company,3.5,(181),Logistics,Mumbai +24 other locations
Gunnebo,3.7,(181),Defence & Aerospace,Vadodara +13 other locations
Shemaroo Entertainment,3.5,(181),Media & Entertainment,Mumbai +3 other locations
TechMojo Solutions,4.0,(181),IT Services & Consulting,Hyderabad +1 other locations
KerryIndev Logistics,3.8,(181),Logistics,Chennai +32 other locations
Central Institute of Plastics Engineering & Technology,3.8,(181),Education & Training,Chennai +36 other locations
Edunet Foundation,4.1,(181),Non-Profit,Bengaluru +43 other locations
Krystal Integrated Services Limited,4.1,(181),Facility Management Services,Mumbai +24 other locations
SEG Automotive,3.9,(181),Auto Components,Bengaluru +7 other locations
Dr. Willmar Schwabe India,3.9,(182),Healthcare,Noida +29 other locations
Commerce Pundit,4.3,(181),IT Services & Consulting,Ahmedabad +7 other locations
Corrtech International,3.2,(181),Engineering & Construction,Ahmedabad +44 other locations
Sigma Supply Chain Solutions,3.4,(181),Logistics,Noida +46 other locations
Flowmore,3.5,(181),Industrial Machinery,Ghaziabad +16 other locations
Creative Group,4.1,(181),Architecture & Interior Design,New Delhi +19 other locations
Shakti Hormann,3.7,(181),Architecture & Interior Design,Hyderabad +16 other locations
A2Z Infraservices,4.0,(181),Facility Management Services,New Delhi +22 other locations
Gpt Infraprojects,3.9,(181),Engineering & Construction,Kolkata +26 other locations
Ilensys Technologies,4.1,(181),Engineering & Construction,Hyderabad +3 other locations
Essencea Infoserv,2.6,(181),BPO,Hyderabad +7 other locations
Ring Plus Aqua,4.2,(181),Auto Components,Nashik +7 other locations
Panchshil Realty,4.2,(181),Real Estate,Pune +3 other locations
Pegasus InfoCorp,2.8,(181),IT Services & Consulting,Mumbai +10 other locations
U.S. Polo Assn,4.4,(181),Retail,Bengaluru +54 other locations
WNS Denali,3.4,(181),Management Consulting,Pune +10 other locations
Accurate Engineering Company,3.2,(181),Industrial Machinery,Pune +26 other locations
PC Financial Services,4.1,(181),Financial Services,Gurugram +4 other locations
Source One Management Services,3.6,(181),IT Services & Consulting,Bengaluru +11 other locations
DSM SOFT,3.0,(181),IT Services & Consulting,Tiruchirappalli +5 other locations
Laminaar Aviation Infotech,2.6,(181),IT Services & Consulting,Bengaluru +5 other locations
Hurix Systems,3.6,(181),Content Development,Chennai +4 other locations
Ecolab Digital Center,3.4,(181),Chemicals,Bengaluru +3 other locations
Auto Ignition,3.6,(181),Auto Components,Faridabad +9 other locations
Burger Singh,3.6,(181),Hospitality,New Delhi +30 other locations
Sagar Hospital,4.3,(181),Healthcare,Bengaluru +7 other locations
Vehere Technologies,4.5,(181),IT Services & Consulting,Kolkata +7 other locations
Appiness Interactive,4.4,(180),IT Services & Consulting,Bengaluru +5 other locations
Li & Fung,3.9,(180),Electrical Equipment,Gurugram +12 other locations
Intense Technologies,3.5,(180),IT Services & Consulting,Hyderabad +13 other locations
Feedback Energy Distribution Company,3.5,(180),Power,Bhubaneswar +31 other locations
Vikas Money,4.7,(180),NBFC,Palakkad +9 other locations
RT Network Solutions,3.3,(180),IT Services & Consulting,Kolkata +33 other locations
cFIRST,3.8,(180),Recruitment,Ahmedabad +7 other locations
Monomark Engineering,4.2,(180),Engineering & Construction,Chittorgarh +25 other locations
Impresario Entertainment & Hospitality,4.1,(180),Travel & Tourism,Mumbai +16 other locations
Labtron Equipment,3.4,(180),Hyderabad +9 other locations,
Global Hospital Pune India,3.9,(180),Healthcare,Mumbai +19 other locations
Hindustan Media Ventures,3.7,(180),Printing & Publishing,Patna +31 other locations
Jarvis Technology and Strategy Consulting,3.3,(180),Management Consulting,New Delhi +38 other locations
Bureau of Indian Standards,4.0,(180),Government,New Delhi +28 other locations
Sistema Shyam Teleservices,4.9,(180),Telecom,Gurugram +42 other locations
OASYS Tech Solutions,3.7,(180),IT Services & Consulting,Bhubaneswar +16 other locations
Euronet Worldwide,3.5,(180),FinTech,Mumbai +10 other locations
Apis India Limited,3.6,(180),Food Processing,New Delhi +43 other locations
Oswal Group,3.8,(180),Fashion & Textile,Ludhiana +15 other locations
Cloudstrats Technologies,3.1,(180),IT Services & Consulting,Mumbai +12 other locations
Mangalam Landmarks,4.7,(180),Real Estate,Pune +2 other locations
Axa Parenterals,3.7,(180),Medical Equipment,Roorkee +9 other locations
Jai Kisan,3.1,(180),Internet,Mumbai +32 other locations
Eicher Trucks and Buses,4.5,(181),Automobile,Indore +54 other locations
Oxford University Press,3.3,(180),Printing & Publishing,New Delhi +28 other locations
Inspiredge IT Solutions,3.9,(180),IT Services & Consulting,Visakhapatnam +4 other locations
Muthoot Mercantile,3.4,(183),NBFC,Thiruvananthapuram +52 other locations
Vision IAS,2.3,(180),Education & Training,New Delhi +10 other locations
Maschio Gaspardo,3.7,(180),Industrial Machinery,Pune +27 other locations
Hero Future Energies,4.1,(180),Power,New Delhi +19 other locations
Cinda Engineering & Construction,4.1,(180),Engineering & Construction,Noida +13 other locations
Indian Council of Medical Research,4.2,(180),Healthcare,New Delhi +40 other locations
Corient Business Solutions,3.2,(180),Accounting & Auditing,Mumbai +8 other locations
Ess Kay Group,3.6,(180),Industrial Machinery,Greater Noida +15 other locations
Naresh i Technologies,4.0,(180),IT Services & Consulting,Hyderabad +10 other locations
American InfoSource,3.4,(180),IT Services & Consulting,Vadodara +2 other locations
Cex Webuy Entertainment,3.4,(180),Retail,Mumbai +10 other locations
AMBITION JOB,4.1,(180),Recruitment,Hyderabad +27 other locations
IFB Agro Industries,4.0,(180),Beverage,Kolkata +31 other locations
Reliance Corporate IT Park,4.0,(180),Mumbai +38 other locations,
Tropilite Foods,3.6,(179),Food Processing,Gwalior +28 other locations
Tata Memorial Hospital,4.1,(179),Healthcare,Mumbai +10 other locations
NHPC,4.2,(179),Power,Faridabad +25 other locations
Virinchi Technologies,3.2,(179),IT Services & Consulting,Hyderabad +5 other locations
Ghatge Patil Industries,3.9,(179),Industrial Machinery,Kolhapur +8 other locations
Wepsol,3.6,(179),IT Services & Consulting,Bengaluru +21 other locations
Cadworks India,4.8,(179),Design,New Delhi +6 other locations
Prgx India,3.4,(179),Accounting & Auditing,Pune +2 other locations
Bharat Benz,4.3,(179),Automobile,Chennai +78 other locations
Target Publications,3.7,(179),Printing & Publishing,Mumbai +10 other locations
Mitsuba,3.6,(179),Auto Components,Gurugram +12 other locations
Zeon Lifesciences,4.0,(179),Fitness & Wellness,Paonta Sahib +6 other locations
Swipewire Technologies,3.7,(179),Software Product,Chennai +4 other locations
Qube Cinema Technologies,3.8,(179),Media & Entertainment,Chennai +11 other locations
Indus Motors,4.0,(179),Automobile,Kochi +32 other locations
S kant Healthcare Ltd,4.7,(179),Pharma,Vapi +8 other locations
Vardhman Special Steels,4.0,(179),Iron & Steel,Ludhiana +5 other locations
Teleminds Infotech,2.8,(179),BPO,Kolkata +2 other locations
CTR Manufacturing Industries,3.7,(179),Industrial Machinery,Pune +10 other locations
Mangal Industries,3.9,(179),Auto Components,Tirupati +19 other locations
Aptonline,3.3,(179),IT Services & Consulting,Hyderabad +6 other locations
TPF Engineering,3.8,(179),Engineering & Construction,Mumbai +31 other locations
Cadmaxx Solutions,3.5,(178),IT Services & Consulting,Bengaluru +14 other locations
Miraj Group,4.0,(178),Printing & Publishing,Udaipur +26 other locations
VBeyond Corporation,4.0,(178),Recruitment,Lucknow +8 other locations
Swal Corporation,4.2,(178),Agro Chemicals,Pune +78 other locations
alliantgroup,2.2,(190),Management Consulting,Hyderabad +3 other locations
Hitek Syndicate,3.6,(178),Banking,New Delhi +16 other locations
River Engineering,3.6,(178),Industrial Machinery,Greater Noida +10 other locations
SmartSchool Education,4.6,(178),EdTech,Noida +13 other locations
CR Asia,3.9,(178),Oil & Gas,Jamnagar +12 other locations
Jubilant Industries,3.8,(178),Agro Chemicals,New Delhi +35 other locations
Ansal Api,3.8,(178),Real Estate,New Delhi +17 other locations
Collage,4.2,(178),Retail,Hyderabad +78 other locations
National Aerospace Laboratories,4.3,(178),Defence & Aerospace,Bengaluru +2 other locations
Sakarni Plaster,4.4,(178),Building Material,New Delhi +28 other locations
Qatar Petroleum,4.3,(178),Oil & Gas,Doha +11 other locations
United Nations Development Programme,4.1,(178),Non-Profit,New Delhi +57 other locations
DESIGNCO,3.9,(178),Import & Export,Moradabad +7 other locations
Tripjack,4.0,(178),Internet,Mumbai +11 other locations
Lithium Urban Technologies,3.5,(178),Urban Transport,Bengaluru +13 other locations
Sulphur Mills,3.7,(178),Agro Chemicals,Mumbai +31 other locations
Don Bosco Tech Society,4.0,(178),Non-Profit,New Delhi +50 other locations
Crescon Projects & Services,3.6,(178),Engineering & Construction,Chennai +21 other locations
Institute of Language Management,4.2,(178),Education & Training,Bengaluru +12 other locations
Starworth Infrastructure Construction,3.6,(178),Engineering & Construction,Bengaluru +8 other locations
MSV International,3.8,(178),Engineering & Construction,Gurugram +64 other locations
Vestian Global Workplace Services,3.3,(178),Real Estate,Bengaluru +16 other locations
Gangar Eyenation,3.7,(178),Retail,Mumbai +22 other locations
Diksha Technologies,3.1,(178),IT Services & Consulting,Bengaluru +6 other locations
Kyb Motorcycle Suspension,3.7,(178),Industrial Machinery,Chennai +13 other locations
Market Xcel Data Matrix,2.7,(177),Analytics & KPO,New Delhi +28 other locations
Architect Hafeez Contractor,3.1,(177),Architecture & Interior Design,Mumbai +9 other locations
Ayoki Fabricon,3.8,(177),Engineering & Construction,Pune +25 other locations
S V S Projects India,3.2,(177),Engineering & Construction,Hyderabad +9 other locations
OneAdvanced,3.0,(177),IT Services & Consulting,Bengaluru +6 other locations
Som Projects (S.P.L),3.8,(177),Engineering & Construction,New Delhi +25 other locations
Mansukh Securities & Finance,3.2,(177),Financial Services,Ahmedabad +11 other locations
Eros Group,4.1,(177),Real Estate,New Delhi +13 other locations
Holy Family Hospital,3.5,(177),Healthcare,New Delhi +12 other locations
SkilloVilla,4.1,(177),Education & Training,Bengaluru +3 other locations
Techugo,3.7,(177),Software Product,Noida +7 other locations
Apollo Cradle,4.2,(177),Healthcare,Bengaluru +13 other locations
SYNCHRONIZED SUPPLY SYSTEMS,3.9,(177),Logistics,Gurugram +19 other locations
Matrix Cellular Services,4.0,(177),Telecom,New Delhi +20 other locations
Gainwell Technologies,4.0,(177),IT Services & Consulting,Bengaluru +10 other locations
Sandfits Foundries,4.1,(177),Auto Components,Coimbatore +3 other locations
KDK Software,2.8,(178),Software Product,Jaipur +13 other locations
Volante Technologies,3.3,(177),FinTech,Chennai +5 other locations
Aster MIMS,4.4,(177),Healthcare,Kozhikode +19 other locations
AMS Comtel BPMS,3.2,(177),IT Services & Consulting,New Delhi +13 other locations
Wintax Solution,4.6,(177),Recruitment,Surat +61 other locations
Anytime Fitness,3.6,(177),Fitness & Wellness,New Delhi +31 other locations
SeQuent Scientific,3.8,(177),Pharma,Mumbai +17 other locations
ANEWA Engineering,3.7,(177),Engineering & Construction,Hyderabad +1 other locations
Asianet Satellite Communications,4.4,(177),Internet,Thiruvananthapuram +23 other locations
Republic TV,2.9,(177),Media & Entertainment,Noida +8 other locations
Ultra Engineers,4.0,(177),Industrial Machinery,Pune +8 other locations
Zen Technologies,3.5,(177),Defence & Aerospace,Hyderabad +8 other locations
SEO Discovery,4.8,(178),Financial Services,Sahibzada Ajit Singh Nagar +4 other locations
Vilcart,3.7,(177),Internet,Bengaluru +49 other locations
Bajaj Steel Industries,3.3,(177),Industrial Machinery,Nagpur +8 other locations
Hyderabad Metro Rail,4.1,(177),Railways,Hyderabad +5 other locations
Cipla Industries,3.9,(177),Pharma,Indore +31 other locations
MSL Driveline Systems,4.2,(177),Auto Components,Nashik +8 other locations
Groupe SEB,3.4,(177),Consumer Electronics & Appliances,New Delhi +35 other locations
SHREE VASU LOGISTICS,3.1,(177),Logistics,Raipur +21 other locations
Blue Tokai Coffee Roasters,3.8,(177),Beverage,New Delhi +10 other locations
LiquidHub,3.6,(176),IT Services & Consulting,Hyderabad / Secunderabad +8 other locations
